FP,isFake,SET
../data/anti-deepfake-data and code/data/fake/Beijing_style/10472_22963.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/22_12416_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/24_22888_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10485_22980.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/18_22901_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10478_22988.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10479_22983.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10473_22976.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/29_12417_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/30_22869_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10464_22994.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/30_12431_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10485_22965.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10485_22965.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/12_22880_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/13_12405_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10489_22962.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/20_22871_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10463_22964.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10470_23002.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/27_12424_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10460_22995.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22977.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/1_12417_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/10_12434_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10469_22960.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10490_22969.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10462_23000.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10462_23003.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10482_22990.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10456_22986.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10468_22982.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10485_22959.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/22_22866_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10473_23000.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10464_22971.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10468_22997.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10480_23005.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/32_12425_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10469_22983.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/23_12413_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/24_22904_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10488_22959.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10466_22968.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10473_22961.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10487_22975.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10470_22963.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10477_22976.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22983.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10460_22982.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10488_22973.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/1_12405_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10456_22970.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/19_22873_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10494_22995.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_23004.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10483_22999.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10455_22989.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10491_23001.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10488_22978.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10488_22985.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10488_23002.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10487_23004.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10469_23004.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10476_22971.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10477_22981.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/14_22882_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10459_22996.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/18_12427_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10481_22980.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10463_22964.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10486_22961.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10473_22964.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10477_22963.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/30_22903_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10467_22980.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10485_22980.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10462_22972.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/12_22875_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10485_23006.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/28_12431_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10478_22960.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/28_12434_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/25_22911_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10473_22988.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22980.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10454_22974.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/16_12431_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10463_22977.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10473_22962.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10494_22966.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/17_22866_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10457_22962.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10454_22982.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10457_22984.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10461_22966.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10471_22964.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10472_22966.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10455_22959.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10486_22994.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10493_23004.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10458_22982.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10466_22973.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/3_12417_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/29_22885_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10463_22997.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10464_22981.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/32_22900_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_23005.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10490_22980.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10458_22963.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/22_22908_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/19_22870_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/26_12416_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/13_22895_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/13_12419_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10477_22995.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10486_22993.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10458_22990.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10468_22991.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10483_22985.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10471_22959.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10458_22983.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10462_22981.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10485_22978.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10495_22960.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10466_23000.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10455_22994.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/27_22871_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10454_23000.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/12_12405_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10485_22986.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/16_22893_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10473_22996.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10489_22997.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10468_22986.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10473_22979.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10470_22961.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10483_23001.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10458_22991.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/12_12414_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10465_22982.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10465_22990.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10488_22979.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10495_22978.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10474_22981.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22988.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10472_23006.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10486_22977.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10460_22994.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_22998.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/33_12425_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10480_22983.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/24_12413_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/10_12431_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10473_22997.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10467_23001.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10489_22987.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10486_22977.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10492_22988.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10475_22970.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10474_22984.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/24_12410_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10472_22970.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10476_22977.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/1_12424_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10495_23001.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/17_22872_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10482_22998.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10474_23005.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10490_23003.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10491_22992.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10466_22988.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10481_22984.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10479_22978.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10460_22968.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10483_22976.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10474_22978.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10468_23005.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/18_12431_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/20_22865_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10485_23005.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/20_22866_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10468_22994.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10486_22980.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10489_22992.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10481_22988.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10495_23001.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10471_22960.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10477_22959.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/19_12431_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/17_22910_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10478_23003.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10485_22998.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/4_12421_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10483_22959.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/28_22870_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10480_22964.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10469_23000.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10488_22985.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10468_22962.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10456_22999.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10457_22988.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/14_22912_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10460_22975.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/12_22871_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/3_12425_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10494_22971.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10483_22994.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10476_22972.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/12_22866_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10468_22964.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10471_23006.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10479_22992.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/20_12413_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10492_22978.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22965.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10484_22980.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/26_12407_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_22963.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10487_22991.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/5_12422_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10465_22965.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10456_22977.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/1_12428_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10485_22998.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/14_22903_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10489_22999.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/11_12416_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10455_22960.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10473_22963.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10455_22995.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10493_22974.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10457_22966.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10486_22984.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10461_22980.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10465_22998.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10480_22965.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10488_22976.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10491_22986.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10464_22974.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10484_22962.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10473_22980.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10489_22977.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10461_22977.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10456_22962.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10495_22989.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10484_22989.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10475_22999.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10456_22980.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10490_22979.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10470_22979.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/19_12403_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10493_22986.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/13_12402_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10495_22976.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10482_22981.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10475_23003.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10457_22977.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10486_22961.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10456_22972.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10472_22963.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10481_23003.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10465_23002.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10486_22996.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/25_22895_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10487_22995.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10463_23001.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10455_22969.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10472_23004.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/21_12428_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10458_23004.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10456_22978.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/20_22896_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/10_12416_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/31_22909_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10458_22963.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10495_22982.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10467_22990.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10464_22966.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10465_22985.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10482_22993.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10471_23003.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_22972.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/30_12429_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/18_12404_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10469_22961.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/27_12423_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/3_12426_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10464_23001.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10462_22980.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10477_22964.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10471_23004.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10480_22992.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10490_22973.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10487_22975.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10484_22977.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10467_22996.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10489_22993.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10457_22974.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10470_23000.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10487_22965.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10476_22978.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10454_23005.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10473_22966.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10482_22992.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10454_23002.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10472_22981.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10487_22968.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10455_22978.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10456_22993.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10474_22990.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10462_22974.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10455_22978.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10495_22972.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/26_22905_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/4_12422_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22997.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10459_22965.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/30_12408_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/27_22866_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/6_12405_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10490_22960.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10484_22961.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10485_22961.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10454_22968.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/12_12417_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10472_23003.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/10_22893_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10483_22975.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/12_22904_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10486_23006.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10491_23001.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10480_22964.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/10_12425_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22971.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10481_22976.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10462_22982.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10455_22959.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/21_22891_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10480_22978.jpg,1,test
